symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
SPY,2023-01-20,575.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:54:00.881,1.45,1.5,1.4,1.5,5,3,889,9,1.18,50,2,1,1.5,50
SPY,2023-01-20,575.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:54:00.881,1.45,1.5,1.4,1.5,5,3,889,9,1.18,50,2,1,1.5,50
SPY,2022-05-20,484.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:14:31.201,4.78,5.02,4.6,4.69,248,9,64,31,4.69,50,40,7,4.76,50
SPY,2022-05-20,484.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:14:31.201,4.78,5.02,4.6,4.69,248,9,64,31,4.69,50,40,7,4.76,50
SPY,2022-02-22,442.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:06:09.885,4.0,4.08,2.95,3.54,14,11,91,65,3.94,50,117,65,4.0,50
SPY,2022-02-22,442.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:06:09.885,4.0,4.08,2.95,3.54,14,11,91,65,3.94,50,117,65,4.0,50
SPY,2022-03-07,422.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,34,42,34.85,50,34,42,35.36,50
SPY,2022-03-07,422.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,34,42,34.85,50,34,42,35.36,50
SPY,2024-12-20,280.0,PUT,2022-02-02T17:24:02.075,2022-02-02T12:40:00.523,13.55,14.1,13.55,13.55,5,2,10,9,12.0,50,10,9,16.0,50
SPY,2024-12-20,280.0,PUT,2022-02-02T17:39:16.985,2022-02-02T12:40:00.523,13.55,14.1,13.55,13.55,5,2,10,9,12.0,50,10,9,16.0,50
SPY,2022-09-16,362.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,90,31,8.61,50,206,9,8.85,50
SPY,2022-09-16,362.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,90,31,8.61,50,206,9,8.85,50
SPY,2022-02-28,440.0,CALL,2022-02-02T17:24:02.075,2022-02-02T11:14:16.276,19.34,19.77,18.36,18.36,18,10,32,7,18.56,50,32,7,18.86,50
SPY,2022-02-28,440.0,CALL,2022-02-02T17:39:16.985,2022-02-02T11:14:16.276,19.34,19.77,18.36,18.36,18,10,32,7,18.56,50,32,7,18.86,50
SPY,2022-02-02,524.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,300,1,69.27,50,300,1,70.51,50
SPY,2022-02-02,524.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,300,1,69.27,50,300,1,70.51,50
SPY,2022-02-09,492.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,37.79,50,50,1,38.03,50
SPY,2022-02-09,492.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,37.79,50,50,1,38.03,50
SPY,2022-07-15,530.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,26,9,77.59,50,14,6,79.47,50
SPY,2022-07-15,530.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,26,9,77.59,50,14,6,79.47,50
SPY,2022-05-20,190.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,14,6,262.82,50,14,31,265.53,50
SPY,2022-05-20,190.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,14,6,262.82,50,14,31,265.53,50
SPY,2022-12-16,370.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:23:18.78,96.75,98.6,96.6,98.6,7,6,222,4,94.33,50,18,31,98.07,50
SPY,2022-12-16,370.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:23:18.78,96.75,98.6,96.6,98.6,7,6,222,4,94.33,50,18,31,98.07,50
SPY,2022-02-09,448.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:14:45.018,2.42,3.26,1.5,2.7,5021,700,90,69,2.66,50,65,60,2.7,50
SPY,2022-02-09,448.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:14:45.018,2.42,3.26,1.5,2.7,5021,700,90,69,2.66,50,65,60,2.7,50
SPY,2023-12-15,500.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:13:05.879,28.78,29.7,28.03,28.5,73,15,1,65,27.06,50,274,9,30.41,50
SPY,2023-12-15,500.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:13:05.879,28.78,29.7,28.03,28.5,73,15,1,65,27.06,50,274,9,30.41,50
SPY,2022-02-07,517.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,579,31,0.01,50
SPY,2022-02-07,517.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,579,31,0.01,50
SPY,2022-12-30,459.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,11,43,37.07,50,11,43,39.1,50
SPY,2022-12-30,459.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,11,43,37.07,50,11,43,39.1,50
SPY,2022-09-30,407.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,100,9,16.65,50,11,43,17.24,50
SPY,2022-09-30,407.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,100,9,16.65,50,11,43,17.24,50
SPY,2023-03-17,410.0,CALL,2022-02-02T17:24:02.075,2022-02-02T14:58:53.99,68.11,70.2,68.1,70.2,13,3,20,9,67.0,50,226,4,70.69,50
SPY,2023-03-17,410.0,CALL,2022-02-02T17:39:16.985,2022-02-02T14:58:53.99,68.11,70.2,68.1,70.2,13,3,20,9,67.0,50,226,4,70.69,50
SPY,2022-04-14,426.0,PUT,2022-02-02T17:24:02.075,2022-02-02T10:53:33.518,7.6,7.91,7.6,7.91,21,5,32,42,8.09,50,70,6,8.16,50
SPY,2022-04-14,426.0,PUT,2022-02-02T17:39:16.985,2022-02-02T10:53:33.518,7.6,7.91,7.6,7.91,21,5,32,42,8.09,50,70,6,8.16,50
SPY,2022-12-30,483.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,11,43,47.93,50,11,43,50.33,50
SPY,2022-12-30,483.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,11,43,47.93,50,11,43,50.33,50
SPY,2022-07-15,325.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,131.01,50,14,6,132.49,50
SPY,2022-07-15,325.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,131.01,50,14,6,132.49,50
SPY,2022-09-30,475.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,11,43,16.71,50,24,31,17.35,50
SPY,2022-09-30,475.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,11,43,16.71,50,24,31,17.35,50
SPY,2022-02-02,448.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:12:10.875,7.67,10.09,5.48,5.9,2912,728,300,1,5.58,50,300,1,6.51,50
SPY,2022-02-02,448.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:12:10.875,7.67,10.09,5.48,5.9,2912,728,300,1,5.58,50,300,1,6.51,50
SPY,2023-12-15,700.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,1,1,1.45,50,1,42,1.65,50
SPY,2023-12-15,700.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,1,1,1.45,50,1,42,1.65,50
SPY,2022-02-07,340.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,515,60,0.01,50
SPY,2022-02-07,340.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,515,60,0.01,50
SPY,2022-02-18,408.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:09:27.014,0.66,0.81,0.45,0.61,240,56,278,69,0.67,50,150,69,0.68,50
SPY,2022-02-18,408.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:09:27.014,0.66,0.81,0.45,0.61,240,56,278,69,0.67,50,150,69,0.68,50
SPY,2022-02-07,442.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:09:59.877,14.22,15.97,13.14,13.26,119,41,278,1,12.88,50,152,1,13.11,50
SPY,2022-02-07,442.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:09:59.877,14.22,15.97,13.14,13.26,119,41,278,1,12.88,50,152,1,13.11,50
SPY,2022-09-16,512.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,103,7,4.11,50,108,7,4.26,50
SPY,2022-09-16,512.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,103,7,4.11,50,108,7,4.26,50
SPY,2022-03-04,514.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,387,69,0.02,50,228,46,0.03,50
SPY,2022-03-04,514.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,387,69,0.02,50,228,46,0.03,50
SPY,2022-03-31,410.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:12:15.89,4.14,4.54,3.73,4.49,388,66,104,65,4.43,50,150,65,4.48,50
SPY,2022-03-31,410.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:12:15.89,4.14,4.54,3.73,4.49,388,66,104,65,4.43,50,150,65,4.48,50
SPY,2022-02-11,409.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:02:08.237,0.28,0.28,0.16,0.16,755,27,278,69,0.25,50,278,69,0.26,50
SPY,2022-02-11,409.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:02:08.237,0.28,0.28,0.16,0.16,755,27,278,69,0.25,50,278,69,0.26,50
SPY,2022-02-28,492.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:52:08.423,0.12,0.12,0.12,0.12,2,2,563,6,0.08,50,152,69,0.09,50
SPY,2022-02-28,492.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:52:08.423,0.12,0.12,0.12,0.12,2,2,563,6,0.08,50,152,69,0.09,50
SPY,2022-02-28,375.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:09:29.859,0.41,0.47,0.29,0.38,132,27,216,46,0.41,50,90,7,0.42,50
SPY,2022-02-28,375.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:09:29.859,0.41,0.47,0.29,0.38,132,27,216,46,0.41,50,90,7,0.42,50
SPY,2022-05-20,590.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,180,69,0.02,50,862,60,0.03,50
SPY,2022-05-20,590.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,180,69,0.02,50,862,60,0.03,50
SPY,2022-12-16,305.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,237,7,5.91,50,222,7,6.33,50
SPY,2022-12-16,305.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,237,7,5.91,50,222,7,6.33,50
SPY,2022-02-18,595.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,2752,42,0.01,50
SPY,2022-02-18,595.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,2752,42,0.01,50
SPY,2022-06-30,431.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,6,69,37.08,50,6,69,38.85,50
SPY,2022-06-30,431.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,6,69,37.08,50,6,69,38.85,50
SPY,2023-01-20,605.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,296,9,150.94,50,252,6,154.67,50
SPY,2023-01-20,605.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,296,9,150.94,50,252,6,154.67,50
SPY,2022-09-16,448.0,PUT,2022-02-02T17:24:02.075,2022-02-02T13:27:31.71,26.4,26.4,26.4,26.4,7,1,45,6,26.98,50,45,7,27.56,50
SPY,2022-09-16,448.0,PUT,2022-02-02T17:39:16.985,2022-02-02T13:27:31.71,26.4,26.4,26.4,26.4,7,1,45,6,26.98,50,45,7,27.56,50
SPY,2022-02-22,428.0,CALL,2022-02-02T17:24:02.075,2022-02-02T11:59:29.427,28.19,28.64,28.19,28.64,2,2,50,1,27.94,50,50,1,28.25,50
SPY,2022-02-22,428.0,CALL,2022-02-02T17:39:16.985,2022-02-02T11:59:29.427,28.19,28.64,28.19,28.64,2,2,50,1,27.94,50,50,1,28.25,50
SPY,2022-03-11,412.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,49,42,44.53,50,49,42,45.01,50
SPY,2022-03-11,412.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,49,42,44.53,50,49,42,45.01,50
SPY,2022-09-30,480.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,41.32,50,5,69,42.98,50
SPY,2022-09-30,480.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,41.32,50,5,69,42.98,50
SPY,2024-01-19,250.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,1,46,6.6,50,20,9,9.5,50
SPY,2024-01-19,250.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,1,46,6.6,50,20,9,9.5,50
SPY,2022-02-18,220.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,30,6,233.71,50,30,31,234.53,50
SPY,2022-02-18,220.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,30,6,233.71,50,30,31,234.53,50
SPY,2022-02-14,460.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:12:16.913,3.36,4.33,2.8,2.85,1797,349,150,65,2.92,50,50,69,2.96,50
SPY,2022-02-14,460.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:12:16.913,3.36,4.33,2.8,2.85,1797,349,150,65,2.92,50,50,69,2.96,50
SPY,2022-09-16,427.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:50:02.617,20.75,20.75,19.6,19.6,8,2,102,9,20.67,50,55,31,21.12,50
SPY,2022-09-16,427.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:50:02.617,20.75,20.75,19.6,19.6,8,2,102,9,20.67,50,55,31,21.12,50
SPY,2022-02-09,497.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,1660,42,0.01,50
SPY,2022-02-09,497.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,0,22,0.0,50,1660,42,0.01,50
SPY,2022-04-14,340.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:59:23.714,1.27,1.39,1.18,1.19,274,22,136,69,1.34,50,201,69,1.36,50
SPY,2022-04-14,340.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:59:23.714,1.27,1.39,1.18,1.19,274,22,136,69,1.34,50,201,69,1.36,50
SPY,2022-05-20,487.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,37.15,50,5,69,38.38,50
SPY,2022-05-20,487.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,37.15,50,5,69,38.38,50
SPY,2022-02-14,439.0,CALL,2022-02-02T17:24:02.075,2022-02-02T09:30:49.862,18.3,18.3,18.3,18.3,1,1,50,1,17.04,50,50,1,17.27,50
SPY,2022-02-14,439.0,CALL,2022-02-02T17:39:16.985,2022-02-02T09:30:49.862,18.3,18.3,18.3,18.3,1,1,50,1,17.04,50,50,1,17.27,50
SPY,2022-02-07,418.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:10:44.744,39.07,39.13,39.05,39.06,10,6,192,1,36.07,50,166,1,36.32,50
SPY,2022-02-07,418.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:10:44.744,39.07,39.13,39.05,39.06,10,6,192,1,36.07,50,166,1,36.32,50
SPY,2022-02-25,479.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,25.06,50,50,1,25.6,50
SPY,2022-02-25,479.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,50,1,25.06,50,50,1,25.6,50
SPY,2022-03-31,358.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,1,5,96.58,50,5,69,97.78,50
SPY,2022-03-31,358.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,1,5,96.58,50,5,69,97.78,50
SPY,2022-03-31,358.0,PUT,2022-02-02T17:24:02.075,2022-02-02T10:37:59.829,1.32,1.32,1.32,1.32,46,1,286,69,1.3,50,150,69,1.32,50
SPY,2022-03-31,358.0,PUT,2022-02-02T17:39:16.985,2022-02-02T10:37:59.829,1.32,1.32,1.32,1.32,46,1,286,69,1.3,50,150,69,1.32,50
SPY,2022-05-20,538.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,2,42,83.99,50,2,42,86.66,50
SPY,2022-05-20,538.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,2,42,83.99,50,2,42,86.66,50
SPY,2022-03-09,447.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,44,9,14.82,50,29,7,15.11,50
SPY,2022-03-09,447.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,44,9,14.82,50,29,7,15.11,50
SPY,2024-12-20,475.0,CALL,2022-02-02T17:24:02.075,2022-02-02T09:43:51.485,55.5,55.5,54.0,55.5,3,3,10,9,52.0,50,10,9,55.5,50
SPY,2024-12-20,475.0,CALL,2022-02-02T17:39:16.985,2022-02-02T09:43:51.485,55.5,55.5,54.0,55.5,3,3,10,9,52.0,50,10,9,55.5,50
SPY,2022-02-22,330.0,PUT,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,472,69,0.05,50,302,69,0.06,50
SPY,2022-02-22,330.0,PUT,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,472,69,0.05,50,302,69,0.06,50
SPY,2022-02-09,486.0,CALL,2022-02-02T17:24:02.075,2022-02-02T09:31:54.551,0.01,0.01,0.01,0.01,1,1,0,22,0.0,50,136,69,0.01,50
SPY,2022-02-09,486.0,CALL,2022-02-02T17:39:16.985,2022-02-02T09:31:54.551,0.01,0.01,0.01,0.01,1,1,0,22,0.0,50,136,69,0.01,50
SPY,2022-03-18,366.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:32:49.19,0.98,1.01,0.85,0.85,12,3,286,69,1.03,50,286,69,1.04,50
SPY,2022-03-18,366.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:32:49.19,0.98,1.01,0.85,0.85,12,3,286,69,1.03,50,286,69,1.04,50
SPY,2022-06-17,220.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:03:11.776,0.6,0.64,0.58,0.59,803,11,228,46,0.63,50,556,60,0.65,50
SPY,2022-06-17,220.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:03:11.776,0.6,0.64,0.58,0.59,803,11,228,46,0.63,50,556,60,0.65,50
SPY,2022-06-17,395.0,PUT,2022-02-02T17:24:02.075,2022-02-02T14:48:57.075,7.88,8.22,7.5,7.5,418,18,46,42,8.38,50,100,6,8.44,50
SPY,2022-06-17,395.0,PUT,2022-02-02T17:39:16.985,2022-02-02T14:48:57.075,7.88,8.22,7.5,7.5,418,18,46,42,8.38,50,100,6,8.44,50
SPY,2022-02-28,444.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:59:18.896,4.92,5.82,4.13,4.34,551,77,48,69,5.41,50,30,7,5.46,50
SPY,2022-02-28,444.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:59:18.896,4.92,5.82,4.13,4.34,551,77,48,69,5.41,50,30,7,5.46,50
SPY,2022-02-18,428.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:12:15.007,1.67,1.95,1.2,1.74,2937,171,146,69,1.71,50,50,69,1.73,50
SPY,2022-02-18,428.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:12:15.007,1.67,1.95,1.2,1.74,2937,171,146,69,1.71,50,50,69,1.73,50
SPY,2022-04-14,392.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:14:44.673,3.42,3.81,3.27,3.81,112,7,139,69,3.77,50,120,6,3.82,50
SPY,2022-04-14,392.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:14:44.673,3.42,3.81,3.27,3.81,112,7,139,69,3.77,50,120,6,3.82,50
SPY,2022-03-09,480.0,CALL,2022-02-02T17:24:02.075,2022-02-02T16:04:11.873,1.05,1.28,0.91,1.14,40,24,119,69,0.9,50,117,47,0.97,50
SPY,2022-03-09,480.0,CALL,2022-02-02T17:39:16.985,2022-02-02T16:04:11.873,1.05,1.28,0.91,1.14,40,24,119,69,0.9,50,117,47,0.97,50
SPY,2022-02-02,330.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,300,1,123.57,50,300,1,124.64,50
SPY,2022-02-02,330.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,300,1,123.57,50,300,1,124.64,50
SPY,2024-01-19,705.0,PUT,2022-02-02T17:24:02.075,2022-02-02T09:46:26.6,249.73,249.74,249.73,249.74,9,2,20,9,249.5,50,20,9,254.5,50
SPY,2024-01-19,705.0,PUT,2022-02-02T17:39:16.985,2022-02-02T09:46:26.6,249.73,249.74,249.73,249.74,9,2,20,9,249.5,50,20,9,254.5,50
SPY,2022-05-20,442.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:44:14.885,26.41,28.53,26.41,28.53,17,5,36,4,26.17,50,35,9,27.09,50
SPY,2022-05-20,442.0,CALL,2022-02-02T17:39:16.985,2022-02-02T15:44:14.885,26.41,28.53,26.41,28.53,17,5,36,4,26.17,50,35,9,27.09,50
SPY,2022-02-18,449.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:08:58.574,4.88,5.81,3.85,4.99,3051,342,90,69,5.3,50,25,7,5.35,50
SPY,2022-02-18,449.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:08:58.574,4.88,5.81,3.85,4.99,3051,342,90,69,5.3,50,25,7,5.35,50
SPY,2023-03-17,425.0,CALL,2022-02-02T17:24:02.075,2022-02-02T13:14:00.522,59.3,59.3,59.28,59.28,2,2,20,9,56.5,50,226,4,60.04,50
SPY,2023-03-17,425.0,CALL,2022-02-02T17:39:16.985,2022-02-02T13:14:00.522,59.3,59.3,59.28,59.28,2,2,20,9,56.5,50,226,4,60.04,50
SPY,2024-12-20,260.0,PUT,2022-02-02T17:24:02.075,2022-02-02T09:30:07.304,11.12,11.12,11.12,11.12,2,1,10,9,9.0,50,10,9,13.5,50
SPY,2024-12-20,260.0,PUT,2022-02-02T17:39:16.985,2022-02-02T09:30:07.304,11.12,11.12,11.12,11.12,2,1,10,9,9.0,50,10,9,13.5,50
SPY,2022-12-30,493.0,CALL,2022-02-02T17:24:02.075,2022-02-02T13:51:33.286,14.68,14.68,14.68,14.68,1,1,11,43,13.68,50,11,43,15.26,50
SPY,2022-12-30,493.0,CALL,2022-02-02T17:39:16.985,2022-02-02T13:51:33.286,14.68,14.68,14.68,14.68,1,1,11,43,13.68,50,11,43,15.26,50
SPY,2024-12-20,515.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,33.5,50,10,9,37.0,50
SPY,2024-12-20,515.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,10,9,33.5,50,10,9,37.0,50
SPY,2023-03-17,445.0,PUT,2022-02-02T17:24:02.075,2022-02-02T10:00:09.165,36.08,36.08,35.96,35.96,2,2,20,9,35.0,50,307,9,38.51,50
SPY,2023-03-17,445.0,PUT,2022-02-02T17:39:16.985,2022-02-02T10:00:09.165,36.08,36.08,35.96,35.96,2,2,20,9,35.0,50,307,9,38.51,50
SPY,2022-05-20,360.0,CALL,2022-02-02T17:24:02.075,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,96.22,50,5,69,97.71,50
SPY,2022-05-20,360.0,CALL,2022-02-02T17:39:16.985,2022-02-02T00:00:00,0.0,0.0,0.0,0.0,0,0,5,69,96.22,50,5,69,97.71,50
SPY,2022-03-02,459.0,PUT,2022-02-02T17:24:02.075,2022-02-02T15:52:31.581,9.31,9.31,9.31,9.31,1,1,46,9,10.94,50,35,65,11.22,50
SPY,2022-03-02,459.0,PUT,2022-02-02T17:39:16.985,2022-02-02T15:52:31.581,9.31,9.31,9.31,9.31,1,1,46,9,10.94,50,35,65,11.22,50
SPY,2022-06-17,170.0,PUT,2022-02-02T17:24:02.075,2022-02-02T16:11:02.541,0.26,0.27,0.25,0.27,457,36,228,46,0.27,50,10,6,0.28,50
SPY,2022-06-17,170.0,PUT,2022-02-02T17:39:16.985,2022-02-02T16:11:02.541,0.26,0.27,0.25,0.27,457,36,228,46,0.27,50,10,6,0.28,50
SPY,2022-12-30,471.0,CALL,2022-02-02T17:24:02.075,2022-02-02T15:33:41.832,25.83,26.0,25.83,26.0,21,3,1,43,23.33,50,11,43,26.39,50
